publication_number,title,topic,topic_probability,country_code,publication_date
KR-20150000721-A,Batch type microalgae collecting apparatus,2,0.44455624,KR,20150105
KR-20100097543-A,Process for producing biofuel from algae,3,0.6695554,KR,20100903
KR-20180104384-A,Apparatus for harvesting microalgae,6,0.5254747,KR,20180921
KR-20190079864-A,Apparatus for Cultivation of Microalgae using Textile Wastewater and Cultivation Method Thereof,2,0.60152936,KR,20190708
KR-101842591-B1,Method for microalgae harvesting using Poly-Lysine,6,0.5592011,KR,20180327
KR-20180102782-A,Microalgae mass-cultivation reactor capable of multi-cultivation by independent cultivation cells,6,0.6131836,KR,20180918
KR-20180008035-A,Method for massive culture of adhesive microalgae,2,0.41083565,KR,20180124
KR-20190018083-A,Marine organisms culturing apartments assembly for formation of marine eco village with slender structures,3,0.33514318,KR,20190221
KR-20200113944-A,susanmul-ui yangsigjangchi,3,0.38734317,KR,20201007
KR-20210006806-A,Composition for improving lipid metabolism comprising shitake mushroom and seaweed ear complex extracts,5,0.3141575,KR,20210119
KR-20150097296-A,trapezoidal flat-shapedphotobioreactor,2,0.45048702,KR,20150826
KR-20230171564-A,Method for Capturing and Removing Carbon Dioxide Using Photo-Cultivating,2,0.43954438,KR,20231221
KR-102147482-B1,Cosmetic composition for improving skin aging containing microalgae oil as an active ingredient,5,0.38264766,KR,20200826
KR-20190116002-A,"De-Ash in Biomass at Low-Temperature, Manufacturing Method and System of Fuel Production Connected with Dehydration and Washing",4,0.3445095,KR,20191014
KR-20240104680-A,Granular agent for plant cultivation containing microalgae of the genus chlorella,6,0.4551546,KR,20240705
KR-20190056689-A,Culture Tank of Micro Algae for Indoor and Outdoor using Water-Preventing Layer and Assembly Block,6,0.5130596,KR,20190527
KR-20190013145-A,Microbubble generator and method for culturing microbe including microalgae with high-efficiency using the same,6,0.5351225,KR,20190211
KR-101799763-B1,Cultivation container of individual oyster possible for the replacement of each case,3,0.09385443,KR,20171122
KR-101801534-B1,Apparatus for harvesting microalgae,2,0.53623927,KR,20171127
KR-102487951-B1,Installation method of seaweed grafting plate for sea forest creation.,3,0.3005639,KR,20230116
KR-20230115735-A,Method for bio-oil extraction with improved oil recovery using cooling process,5,0.5204199,KR,20230803
KR-20130031306-A,Microalgae navicula incerta hydrolysate and antioxidant composition comprising same,6,0.36913428,KR,20130328
KR-101601118-B1,Microalgae Chlamydomonas sp. ArF0008 strain producing lipid and uses thereof,6,0.6760301,KR,20160308
KR-20120066282-A,Apparatus for culturing micro algae,6,0.5486212,KR,20120622
KR-20140121097-A,Method of pretreatment of seaweed using electron beam for production of biomass,3,0.60947275,KR,20141015
KR-20160001350-A,Raceway type photosynthetic biomass production apparatus,0,0.27315837,KR,20160106
KR-101886376-B1,Method for increasing biomass and lipid productivity of microalgae by an overexpression of bZIP transcription factors,6,0.71777594,KR,20180910
KR-20130028336-A,Methods for preparing renewable bioenergies,5,0.6411221,KR,20130319
KR-20160124614-A,A photobioreactor for mass production of microalgae,2,0.31690705,KR,20161028
KR-20130019752-A,Device and method for cultivating micro algae using led,6,0.5218387,KR,20130227
KR-101363723-B1,Method for extracting and recovering lipids from microalgae,6,0.6589663,KR,20140218
KR-101404223-B1,Photobiological culturing system,0,0.38529617,KR,20140605
KR-20160008139-A,Methods for Purifying Water in a Biological Manner Using Freshwater Alga Genus Hydrodictyon,2,0.69792664,KR,20160121
KR-20240007956-A,Method of producing useful substances through culturing microalgae in the presence of rare earth elements,5,0.7001554,KR,20240117
KR-20100032954-A,"The culture method of sea micro-algae, using discharged water in electric power station by nuclear energy",3,0.6480578,KR,20100329
KR-20230111665-A,"Manufacturing method of functional extract with antioxidant, anti-wrinkle and whitening effects using microgreen algae",6,0.44911253,KR,20230726
KR-20150016771-A,Photobioreactor used in microalgal cultures,2,0.5200832,KR,20150213
KR-20150026772-A,Process of producing bioenergy with low emission of carbon dioxide and waste-zero of biomass,0,0.696416,KR,20150311
KR-20160058347-A,algae cultivation device,3,0.4994533,KR,20160525
KR-20150004665-A,Methods for Purifying Water in a Biological Manner Using Freshwater Alga Genus Hydrodictyon,2,0.67328715,KR,20150113
KR-101363667-B1,Method for extracting and recovering lipids from microalgae absorbed label using laser,6,0.69364524,KR,20140217
KR-20150083630-A,Harvesting oleaginous microorganisms using aminoclay-induced humic acid,6,0.6646985,KR,20150720
KR-101962655-B1,Algae seed culture rope and a manufacturing unit,3,0.38044804,KR,20190327
KR-20230003721-A,"Cultivation system for photosynthesis organism, and pipe assembly for the same",2,0.37930632,KR,20230106
KR-102158445-B1,Environment-friendly active agent for treatment forlaver cultivation using effective microorganisms and method of manufacturing the same,2,0.4641949,KR,20200921
KR-20130063065-A,A process and a system for photosynthesis of alga micro-organisms,2,0.5014211,KR,20130614
KR-20150028019-A,Apparatus for collecting and removing carbon dioxide,2,0.5638721,KR,20150313
KR-20210062240-A,water purification method and system thereof using symbiosis of microalgae and microorganism,2,0.6117284,KR,20210531
KR-101605096-B1,Methode of Acid Mine Drainage Treatment using Eggshell and Microalgae Hybrid System,2,0.3179726,KR,20160322
KR-101605199-B1,Method of harvesting microalgal biomass using egg shells,6,0.43849897,KR,20160401
KR-101894192-B1,Recombinant algae expressing heat shock protein 70 from Pyropia yezoensis and method for lipid production using the same,6,0.5849696,KR,20180831
KR-101353203-B1,Rise-prevening upholder for seaweed and fish cage culture area,3,0.17570265,KR,20140121
KR-20230130921-A,A fixing frame for fixing the fishnet,3,0.098061375,KR,20230912
KR-20120014382-A,Photobioreactor with internal partition,6,0.41645265,KR,20120217
KR-20230130917-A,Pipe reinforced fixing frame to fix the fishnet,3,0.20674953,KR,20230912
KR-20190083847-A,Culturing method of tetraselmis sp. microalgae for increasing lipid content,5,0.6335101,KR,20190715
KR-20150136673-A,Textile-hydrogel composite semipermeable membrane and cultivating microalgae using the same,6,0.48414072,KR,20151208
KR-101606291-B1,Novel microalgae of achnanthidium sp. and its use,6,0.6426932,KR,20160324
KR-20210135703-A,Microorganism for animal carcass,0,0.501157,KR,20211116
KR-101919759-B1,Composition for preventing or improving bone-related disease comprising polysaccharide purified from seaweed extract as effective component,6,0.14322159,KR,20181119
KR-20130106455-A,Trap net type underwater microalgae incubator having incubating sac formed with fine mesh and underwater microalgae incubating method using thereof,6,0.6112257,KR,20130930
KR-20180049641-A,"Fusion enzyme for production of D-galactose and 3,6-anhydro-L-galactose from biomass containing agar or agarose",6,0.4326434,KR,20180511
KR-20190041359-A,Aldge Separate Ship and System,2,0.5573051,KR,20190422
KR-20140070788-A,Korea cookies containing extracts of brown algae and method for preparing the same,6,0.27339265,KR,20140611
KR-20190074668-A,Screening Method of Microalgae for Mass Culture,6,0.6223633,KR,20190628
KR-20220051663-A,A Paucibacter sp. strain having algicidal activity against Microcystis aeruginosa and uses thereof,3,0.61300015,KR,20220426
KR-20200068484-A,Increasing method for growth and fatty acid contents of freshwater microalgae,6,0.60870945,KR,20200615
KR-20180119731-A,Pyruvate transporter from phaeodactylum tricornutum,5,0.73217607,KR,20181105
KR-20210151330-A,Floating Cultivation Apparatus for Zooplankton and Method for Removing Green Algaes Using the Same,2,0.45627147,KR,20211214
KR-102302081-B1,Environmentally friendly anti-green algae and anti-pollution circulation positive growing gutter,2,0.43126893,KR,20210914
KR-101900913-B1,A manufacturing method of Seaweed aquaculture net,3,0.44302398,KR,20180927
KR-102500183-B1,Land-based seaweed farming equipment,3,0.36953133,KR,20230214
KR-20230045218-A,Culturing method for increasing productivity of green algae biomass,3,0.6138009,KR,20230404
KR-101043583-B1,Photobioreactor having baffles integrally provided with internal light source for high density cultivation of microalgae,6,0.47314245,KR,20110622
KR-20130077296-A,"Clostridium sp. strain, a method for producing butyric acid using the clostridium sp. strain, and a method for isolating the clostridium sp. strain",0,0.3877767,KR,20130709
KR-20140000801-A,Method of harvesting microalgal biomass using amine-grafted magnetic nanoflocculant,6,0.5136792,KR,20140106
KR-20220111550-A,float device for farming,3,0.2712643,KR,20220809
KR-101849051-B1,Apparatus for culturing rotifer,6,0.5979594,KR,20180416
KR-102045687-B1,Method for producing fermented food to improve intestinal microbiological environment and fermented food produced by the method,6,0.48249865,KR,20191115
KR-101384623-B1,Manufacturing method of antimicrobial materials containing aitc on dried seaweed powder,3,0.3630489,KR,20140417
KR-20170139307-A,Method for massive culture of adhesive microalgae,3,0.5257227,KR,20171219
KR-20180063600-A,Composition for promoting growth of marine algae and the method culturing marine algae by using the same,3,0.54052347,KR,20180612
KR-20130008996-A,Potassium iodide and sulfur contain fucoidan,6,0.39743233,KR,20130123
KR-20120075920-A,Carbon dioxide ocean plant,2,0.3711953,KR,20120709
KR-20220046787-A,Eco-friendly honeybee mites inhibitor manufacturing method using marine plant extract,6,0.49035048,KR,20220415
KR-20230115868-A,Method for harvesting microalgae using Biosilica,6,0.5733034,KR,20230803
KR-102207820-B1,Microalgae cultivation facility,6,0.625105,KR,20210125
KR-101469828-B1,Light cultivating and efficient harvesting method for micro algae,6,0.62528634,KR,20141208
KR-101298942-B1,Production method of biomass using microalgae,1,0.7015769,KR,20130822
KR-20110126410-A,A polysaccharide having immune enhancing activity from green algae and method for preparing the same,6,0.44923377,KR,20111123
KR-20220122452-A,Method for manufacturing microalgae extract and cosmetic composition for wrinkle improvement using peptide complex obtained from microalgae extract,6,0.32317874,KR,20220902
KR-20100001375-A,New method for preparing the low molecular fucoidan from the brown algae fermentation,3,0.47914368,KR,20100106
KR-20130051345-A,Seaweeds made from sargassum horneri and bio ethanol made from sargassum horneri,4,0.43232346,KR,20130520
KR-20130134400-A,Method for brewing koji using phellinus linteus mycelial rice and seaweeds and method for prepairing fermented alcohol using thereof,3,0.36200756,KR,20131210
KR-20120095826-A,A column-type septum photobioreactor for high-dense microalgae cultivation and efficient harvest,2,0.64712983,KR,20120829
KR-20140028218-A,Multi-composite circuit style tank for aquaculture,0,0.49822676,KR,20140310
KR-20140091118-A,Methods for immobilizing microalage at single cellular level on supports,6,0.6290148,KR,20140721
KR-20100064709-A,An induction process of axenic strain of microalgae which has high lipid content,3,0.57624924,KR,20100615
KR-20130040509-A,Production of polyhydroxyalkanoates from the saccharified solution of hydrodictyaceae algal biomass,3,0.5305476,KR,20130424
KR-101360795-B1,"Surface floating type photobioreactor for mass culturing of microalgae, and microalgae cultivation system",6,0.5240587,KR,20140212
KR-20110006212-A,Hair growth promoter using low temperature nano extraction method having copper-peptide and manufacturing method thereof,6,0.33511665,KR,20110120
KR-20150006580-A,Method for sugar yield from macroalgae using hydrolysis,3,0.52134407,KR,20150119
KR-20190098455-A,Novel microalgae having high productivity for lutein,6,0.6219075,KR,20190822
KR-20180027009-A,a Floating Assembly for Cultivating a Seaweed,3,0.32456186,KR,20180314
KR-102241454-B1,Environmentally friendly algae transplanting device and method the same,3,0.3368606,KR,20210415
KR-20150090962-A,Method for screening of clone producing herbicidal substance from metagenome library,6,0.36842945,KR,20150807
KR-20160007164-A,radiated microalgae mutant for bio-energy production,6,0.59313875,KR,20160120
KR-20140015059-A,Culture media composition of microalgae by using salt underground water or bedrock underground water including calcium ion,6,0.551823,KR,20140206
KR-20160001351-A,Double layer photosynthesis biomass production apparatus,0,0.37527183,KR,20160106
KR-101810782-B1,Method for massive culture of adhesive microalgae,2,0.33565408,KR,20180102
KR-101849767-B1,Harvest device of seaweed,3,0.31084898,KR,20180417
KR-20140060634-A,Composition of culture medium including extract of streptomyces anulatus for diatom and method of culturing the same,3,0.54384845,KR,20140521
KR-20160046237-A,Composition for ecological restoration using and method for restoring the degraded ecology by them,2,0.56863344,KR,20160428
KR-20200013364-A,Method for cultivating a microalgae based on the Internet of Things technology,1,0.4969414,KR,20200207
KR-20140117856-A,Method for Flocculating Microalgae,6,0.6588517,KR,20141008
KR-20170140493-A,"Ayt40 Glycosidase and Ayt70 Glycosidase Derived from Trichoderma sp. J113, and Method for Hydrolyzing Polysaccharide Using the Same",6,0.44380057,KR,20171221
KR-20110094554-A,Wastewater treatment apparatus and system using bio filter,2,0.56656015,KR,20110824
KR-101047324-B1,A carbon dioxide containing viscous cosmetic composition,2,0.32287386,KR,20110707
KR-20140132181-A,Colecting device for cultivating microalge,6,0.6330712,KR,20141117
KR-101848197-B1,heat welding apparatus for buoy,3,0.089424774,KR,20180411
KR-20140019614-A,Apparatus and method for culturing microalgae,2,0.36269265,KR,20140217
KR-20160001349-A,Photo-bioreactor for attached algae,6,0.39037532,KR,20160106
KR-20170098011-A,A floating culture system for mass cultivation of microalgae,6,0.58282447,KR,20170829
KR-20120024975-A,Method of producing biofuel using sea algae,3,0.6694858,KR,20120314
KR-20150056174-A,Manipulation of microalgal lipid metabolic pathway by altering cAMP signaling pathways,6,0.54413754,KR,20150526
KR-20150056385-A,"Culture media containing food preservative, and the method for cultivating Chlorella using the same",3,0.46491402,KR,20150526
KR-20160008921-A,Method for extracting astaxantin from microalgae effectively using cell germination,6,0.4357136,KR,20160125
KR-20230161125-A,Bioethanol production method through simultaneous saccharification and fermentation of brown algae,3,0.6424117,KR,20231127
KR-20150067455-A,Floating equipment for control of algal bloom,6,0.62867415,KR,20150618
KR-20160045393-A,Floating-type closed tube photobioreactor for microalgae cultivation,2,0.36718097,KR,20160427
KR-20110009361-A,Marine red algae extract mixture and cosmetic composition comprising the same,3,0.37715238,KR,20110128
KR-20120039783-A,A mixing concentrated solution and a method of cultivation for plant with thereof,6,0.39841312,KR,20120426
KR-20230102581-A,Seawater intake device with a function to remove attached organisms,2,0.3147262,KR,20230707
KR-101303946-B1,Pipes inserted article for culturing microalgae using mine drainage,6,0.5936605,KR,20130905
KR-20160102670-A,Pharmaceutical composition for prevention or treatment of degenerative disease comprising the ethanol extract of gracilariopsis chorda as an effective component and helth functional food comprising the same,3,0.27209407,KR,20160831
KR-20170059719-A,Screw-type photoreactor for culturing microalgae,6,0.5300846,KR,20170531
KR-100949314-B1,Apparatus for algae production using effluents produced from anaerobic digestion of organic wastes,2,0.6548487,KR,20100323
KR-20230161677-A,"Microalgae culture technology and method using carbon dioxide generated from sewage and wastewater treatment facilities, nitrogen and phosphorus in treated water",2,0.5651134,KR,20231128
KR-20230083537-A,Seaweed shell conchocelis culture film,0,0.33252373,KR,20230612
KR-20240001841-A,Floating tool for cultured net,3,0.32239377,KR,20240104
KR-101837598-B1,Low energy consumption type cooling and heating system based on sterilization piping with photocatalyst,2,0.339254,KR,20180312
KR-20100096408-A,Method for producing biofuels via hydrolysis of the seaweed extract by using a heterogeneous catalysts,3,0.7299392,KR,20100902
KR-102325757-B1,Manufacturing Method of Tongyeong Strawberry-shaped Honey Bread,6,0.2521346,KR,20211112
KR-20160001135-A,Apparatus for sinking food of shellfish of farm,3,0.3228246,KR,20160106
KR-20160004742-A,Method for culturing marine algae using culture medium of marine algae,3,0.5706835,KR,20160113
KR-20190133953-A,Method of removal of harmful algal species using biosorbent,2,0.68542814,KR,20191204
KR-20180097480-A,Recovery method for sugar solution prepared by enzymatic hydrolysis of biomass and an apparatus therefor,0,0.42984402,KR,20180831
KR-20160106404-A,Shading device for photosynthetic organism reactor,4,0.1816565,KR,20160912
KR-20240073585-A,Apparatus for Cultivation of Microalgae and Cultivation Method Thereof,6,0.49743223,KR,20240527
KR-20240079405-A,Photoreactor for culturing microalgae with energy saving and increased culturing efficiency,6,0.4567941,KR,20240605
KR-20230151724-A,Porphyridium cruentum encapsulated calcium alginate beads and semi-continuous production method of sulfated polysaccharides using the same,6,0.39450598,KR,20231102
KR-20230066972-A,Novel strain of Schizochytrium sp. with easy intracellular oil extraction and a method for producing oil containing omega3 using the same,6,0.59201986,KR,20230516
KR-102003634-B1,Microalgae culture device using infrared and VIS,6,0.53430897,KR,20190724
KR-20170105793-A,The cultivation method of water parsley in the riverside and lake,2,0.27544123,KR,20170920
KR-20140148131-A,Axenic Seeding System of Microalgae Using Triiodide Resin Tube,2,0.41613078,KR,20141231
KR-20220057202-A,Probiotics Powder Composition Using Microalgae Extracts and Preparation method thereof,0,0.30753154,KR,20220509
KR-20160012494-A,Modified BG11 medium utilizing natural seawater (SBG11 medium) for fresh Water microalgae cultivation,6,0.48190445,KR,20160203
KR-20130107013-A,Culture medium for microalgae using transparent corrugated board,6,0.6177162,KR,20131001
KR-20150056741-A,"Culture media of Chlamydomonas containing plant growth regulator, and the method for cultrue using the same",6,0.5394765,KR,20150527
KR-20190050666-A,Barrange structure for natural-friendly artificial aquaculture formation,3,0.2571647,KR,20190513
KR-20200075365-A,Manufacturing apparatus and manufacturing methos for liquid fertilizer,3,0.42444462,KR,20200626
KR-20160056797-A,Microfluidic device for capable of sequential operation from cell culture to lipid extraction and the method of extracting lipid using thereof,6,0.38578814,KR,20160520
KR-20160064727-A,Automatic microalgae collection apparatus for collecting microalgae in photobioreactor tank,2,0.4467061,KR,20160608
KR-20230066237-A,Chlorella eco-friendly cultures for crops,6,0.64272404,KR,20230515
KR-20130121221-A,"Fucoidan, an enzyme manufacturing method",3,0.4241211,KR,20131106
KR-20140068385-A,Apparatus for microalgae treatment using wire explosion in liquid,6,0.4449876,KR,20140609
KR-20110072830-A,Method for production of specific fatty acid and lipid from microalgae using light from light emitting diodes,6,0.5016695,KR,20110629
KR-20200016503-A,Device to Measure Algae to Absorb Carbon Dioxide,2,0.5946276,KR,20200217
KR-20200031965-A,apparatus for disrupting and separating cell wall of microalgae using ultrasound,6,0.41382238,KR,20200325
KR-20190139787-A,The method for selectively obtaining a polysaccharide of specific molecular mass derived from microalgae,6,0.4752422,KR,20191218
KR-101230610-B1,Manipulation of microalgal lipid and carotenoid biosynthetic pathway by altering map kinase signaling pathway,6,0.48140663,KR,20130207
KR-20160117760-A,Harvesting agent for cyanobacteria comprising Pellet originated from filamentous fungus and a method of harvesting using thereof,6,0.46965617,KR,20161011
KR-20160015427-A,Manufacturing method of blocks for ecological restoration by using algae,3,0.5355372,KR,20160215
KR-20140105413-A,Composition for Distructing Microalgae,2,0.45322636,KR,20140901
KR-101438458-B1,Aminoclay coated photocatalystic materials and its manufacturing method,6,0.32698447,KR,20140917
KR-20160022585-A,Preparation method of biodiesel using ferric ion,6,0.6397637,KR,20160302
KR-20130095509-A,"Novel microalgae chlamydomonas moewusii knua013 and method for producing alkane, fatty alcohol, and fatty acid from the same",5,0.6705195,KR,20130828
KR-20160092134-A,Producing method of phycocyanin from micro algae,6,0.39584777,KR,20160804
KR-20240111602-A,Use of Cultured bacteria for reducing the moisture of biomass,0,0.4767483,KR,20240717
KR-20150026087-A,Method for Enhancement of Growth and Lipid Content of Microalgae by Supplying Carbon Dioxide,6,0.5864829,KR,20150311
KR-20160088265-A,"Culture medium sterilized for microalgae high density culture, and the air compression, air cooling, carbon dioxide automatically supplied, sealed Vertical Photobioractor, harvesting, drying apparatus and characterized in that to provide a carbon dioxide biomass conversion fixed, air and water purification method using the same.",2,0.4899606,KR,20160725
KR-20230060876-A,microbial mineral complex,2,0.5118356,KR,20230508
KR-20170001311-A,Multifuctional mulching paper for agriculture and the method thereof,4,0.2667447,KR,20170104
KR-101903325-B1,A manufacturing method of Seaweed aquaculture net,3,0.35361004,KR,20181001
KR-102262701-B1,Indoor air quality improvement system with microalgae,2,0.37295598,KR,20210609
KR-20100073307-A,Pretreatment apparatus and method for pretreatment phytoplankton in order to produce biodiesel fuel,3,0.3241717,KR,20100701
KR-20120021566-A,Method for cultivating photosynthetic microalgae by co-cultivation,6,0.54909337,KR,20120309
KR-20110095989-A,Culture methods of microalgae and environmental variation to transfer lipids,6,0.7628388,KR,20110826
KR-20140013608-A,Liquid form sterilizer,2,0.36007679,KR,20140205
KR-20140025106-A,"A method for reducing green-house gases and creating added value through carbon dioxide capture, fixation and conversion",4,0.4612012,KR,20140304
KR-20210068840-A,Air cleaner using microalgae,2,0.39985117,KR,20210610
KR-20140144373-A,"collecting jig system for surface attached type algae, and collecting system using of it",6,0.45947373,KR,20141219
KR-20200042050-A,Coposition for culturing dunaliella and culturing method thereof,6,0.39450955,KR,20200423
KR-101861972-B1,Aquaculture apparatus for attached microalgae and aquaculture method using same,6,0.2832454,KR,20180604
KR-20150132946-A,The immuno-stimulating agent mainly containing crude-polysaccharide extracted from Hizikia fusiformis,3,0.32212138,KR,20151127
KR-20190090526-A,Composition for improving immunity of plant comprising cultural filtrate of Chlorella sp.,6,0.46959424,KR,20190802
KR-20230065116-A,Novel NtNDPK1 gene from Neopyropia sp. and Uses Thereof,3,0.51473784,KR,20230511
KR-20150015755-A,Slotless-type linear synchronous stator generator ship for deacha orbit-circulation power system with double-sided permanent magnets mover of plural,1,0.42813516,KR,20150211
KR-101776537-B1,Auto Floating apparatus for the screen of growing seaweed,0,0.2440212,KR,20170907
KR-20160129285-A,Glycoglycerolipids having anti-microfouling effects isolated from microalgae pavlova lutheri,6,0.49926966,KR,20161109
KR-20200095347-A,Novel microalgae having high productivity for loliolide,6,0.52950567,KR,20200810
KR-20240076881-A,Carbon reduction eco-friendly business system and business method using microalgae,1,0.33282083,KR,20240531
KR-20140099995-A,Floating-type Photobioreactor,6,0.5609187,KR,20140814
KR-20100037309-A,Pill type manufacturing method of health supporting food,0,0.2929358,KR,20100409
KR-20100111066-A,Skin whitening composition,3,0.32600835,KR,20101014
KR-20100123997-A,Soil microorganisms solubilizing insoluble-phosphate in soil and composition of soil treatment comprising it,6,0.4383758,KR,20101126
KR-20140032886-A,Terrimonas ferruginea strain having the ability of promoting growth and flocculation activity of microalgae and uses thereof,6,0.47570616,KR,20140317
KR-20140128515-A,Culture equipment for sea cucumber using by rice straw,3,0.35328987,KR,20141106
KR-20150106993-A,Photobioreactor,6,0.4635089,KR,20150923
KR-20200082665-A,Mutant microalgae Aurantiochytrium sp. BS0311 strain having high productivity of antioxidant pigment and bio-oil and uses thereof,4,0.33502066,KR,20200708
KR-101290812-B1,System for culturing micro algae with sunlight tracking function,2,0.50677735,KR,20130729
KR-20120138141-A,Synthesis method of nanowires with biomass and the nanowire thereof,4,0.46317214,KR,20121224
KR-20160131957-A,Composition for preventing or improving periodontal disease comprising natural extract using microorganism culture,6,0.4046403,KR,20161116
KR-20110019065-A,Method and kit for evaluating water toxicity using the germination percentage of the spores of marine algae which belongs to laminariales,2,0.34118468,KR,20110225
KR-20130095503-A,"Novel microalgae nostoc sp. knua003 and method for producing alkane, fatty alcohol, and fatty acid from the same",5,0.6755751,KR,20130828
KR-20230034047-A,Method for manufacturing hyaluronic acid using seaweed extract,5,0.18912894,KR,20230309
KR-100955452-B1,"Method for manufacturing microbic culture fluid used to remove moss and green algae, and microbic culture fluid made thereby",3,0.54083633,KR,20100429
KR-20130015178-A,Pretreatment method of algae for production of bioenergy and method for bioenergy using thereof,3,0.6736782,KR,20130213
KR-20190079209-A,Apparatus Capable of Controlling Light Soure and temperature for Outdoor Mass Culturing of Microalgae,6,0.50375545,KR,20190705
KR-20150061448-A,Method for Producing Lactic acid Using Microalgae as a Nitrogen Source,0,0.3096236,KR,20150604
KR-20140029601-A,"Valuable metal collector derived from seaweed biomass, its preparation methods and the method of collecting the valuable metal using the said",2,0.15990882,KR,20140311
KR-20150052938-A,Method for cultivating microalgae using sewage and liquefied fertilizer,6,0.76074743,KR,20150515
KR-102315954-B1,Method for manufacturing for seaweed culture pipe.,3,0.30774173,KR,20211021
KR-102566544-B1,Land aquaculture system for laver,3,0.39928514,KR,20230810
KR-20220093654-A,Microalgae culture device,6,0.48452157,KR,20220705
KR-20230031513-A,Self-powered light emitting device for promote the culture of microalgae,1,0.34267232,KR,20230307
KR-20130043704-A,Apparatus for culturing micro algae,2,0.56949544,KR,20130502
KR-20130100399-A,Device for cultivating microalgae using a waste water,2,0.62716746,KR,20130911
KR-20190081764-A,Vertically symmetric open microalgae culture system,6,0.69899297,KR,20190709
KR-20140025816-A,Method for mass production of hydrodictyon algae and preparation for its application,3,0.7322044,KR,20140305
KR-20140060635-A,Composition of culture medium including extract of streptomyces anulatus for blue-green algae and method of culturing the same,3,0.62307644,KR,20140521
KR-101167009-B1,Food production method for reducing required time in detoxifying of radioactivity,3,0.43175173,KR,20120724
KR-20230115926-A,Microalgae harvesting and aggregates size retention apparatus,6,0.5234281,KR,20230803
KR-102349941-B1,the metal substructuring forming multiple buoyancy space,3,0.12898517,KR,20220112
KR-20130127331-A,Horizontal device for seaweed aquaculture,3,0.40558296,KR,20131122
KR-20190070719-A,Seaweed culture mooring facility using hdpe pipe and marine structure having it,3,0.20652519,KR,20190621
KR-20190017162-A,Enhancement of valuable chemicals and biofuel precursors in microalgae using amino acid supplementation,6,0.56192505,KR,20190220
KR-20120052438-A,Device for cultivating micro algae,6,0.5454495,KR,20120524
KR-101427979-B1,Method for Treating Mixed Seaweed Wastes Using Bacillus alcalophilus,3,0.4936857,KR,20140811
KR-101736609-B1,A photoreactor for culturing microalgae,6,0.39230245,KR,20170517
KR-20100014439-A,Methods for improving the cultivation of aquatic organisms,2,0.41143075,KR,20100210
KR-20160009719-A,The sulfur water treatment and its usage for Water purification and removing green algea using Detoxificated sulfur,2,0.4838705,KR,20160127
KR-20160057087-A,Multiple net cage culture farms,3,0.3544505,KR,20160523
KR-20180038806-A,Apparatus for cultivation of microalgae and method for cultivating microalgae using the same,2,0.58147633,KR,20180417
KR-101096183-B1,Method for continuous preparation of hydrolysate from seaweeds,3,0.5559021,KR,20111222
KR-20220053326-A,Plants cultivation apparatus,3,0.37173557,KR,20220429
KR-20140064234-A,Manufacturing method of feed for abalone using seaweed,3,0.45044082,KR,20140528
KR-20160086627-A,A board for planting a sea algae for fishery biological growth and seaweed forest attachment,3,0.43960962,KR,20160720
KR-101150234-B1,Cleaning system for fish farm,3,0.24322578,KR,20120612
KR-101418243-B1,Anchor structure to transplant seaweeds and integrated aquaculture sysem to raise seeweeds and sea cucumbers using the same,3,0.26439247,KR,20140711
KR-20130130342-A,"Novel biogenic photocatalyst particle based on microalgae culture, preparation method and use of the same",2,0.599122,KR,20131202
KR-20140103242-A,Method for Mass Production of Hydrodictyon Algae and Preparation for Its Application,3,0.68355393,KR,20140826
KR-20230014906-A,Integrated cultivation platform,6,0.4979151,KR,20230131
KR-102521908-B1,Ship balancing water treatment system,2,0.37142316,KR,20230414
KR-102166746-B1,Feed Composition With Inhibiting the formation of lipid-peroxidation And Manufacturing Method Thereof,0,0.44866943,KR,20201019
KR-101241393-B1,Automatic medium supply system for microalgae culture in photobioreactor,6,0.5159772,KR,20130311
KR-20210121861-A,Smart control system and method for photobioreactors,2,0.43363887,KR,20211008
KR-20160010802-A,Method of Treating Salt-containing Waste Water with Micro Algae Reactor,2,0.42861694,KR,20160128
KR-20160109453-A,"Method for concurrent production of biodiesel, its additives, and alkyl formate using Microalgae",5,0.6866913,KR,20160921
KR-20110070834-A,A NOVEL ISOLATED PHOMA SP. FROM ROTTEN TANGERINE PEEL AND CELLULOLYTIC ENZYMES AND β-GLUCOSIDASE PRODUCED BY THEREOF,0,0.46516496,KR,20110624
KR-20150102387-A,Screening Method of Highly-specific growth rate from Microalgae Mutants by Continuous Cultivation System Using Photobioreactor,6,0.60938036,KR,20150907
KR-20160047761-A,Algae culture aquarium is equipped with a circulating fishes and shellfishes farming system,3,0.4594386,KR,20160503
KR-20240083651-A,Carbon dioxide reduction air purifier using microalgae,2,0.52149147,KR,20240612
KR-20110068923-A,Compositon for anti-histamine,6,0.28310707,KR,20110622
KR-20200057348-A,Device for marine microalgae cultivation with baffle,6,0.7008798,KR,20200526
KR-20230174740-A,plant growing containers,3,0.35102248,KR,20231228
KR-20240077952-A,Algal cell culture simultaneous carbon dioxide reduction apparatus of double chamber structure and driving method using the same,2,0.47348404,KR,20240603
KR-101294655-B1,Microalgae harvesting trailer,6,0.41952714,KR,20130809
KR-20220046071-A,Seaweed seedling culture rope supply winding device,3,0.30545944,KR,20220414
KR-20160057903-A,The automatic device of CO2 for microalgae-mass culture,2,0.49302232,KR,20160524
